,precision,recall,f1-score,support
0.0,0.9704142011834319,0.9704142011834319,0.9704142011834319,338.0
1.0,0.9935205183585313,0.9829059829059829,0.9881847475832438,468.0
2.0,0.977116704805492,0.9861431870669746,0.9816091954022989,433.0
3.0,0.9948717948717949,0.9797979797979798,0.9872773536895675,396.0
4.0,0.9844097995545658,0.9866071428571429,0.9855072463768116,448.0
5.0,0.9853658536585366,0.9853658536585366,0.9853658536585366,410.0
6.0,0.9761194029850746,0.993920972644377,0.9849397590361445,329.0
accuracy,0.9836995038979447,0.9836995038979447,0.9836995038979447,0.9836995038979447
macro avg,0.9831168964882038,0.9835936171592036,0.9833283367042908,2822.0
weighted avg,0.9837658541191837,0.9836995038979447,0.9837071235432053,2822.0
