,precision,recall,f1-score,support
0.0,0.9552238805970149,0.9696969696969697,0.9624060150375939,66.0
1.0,0.958041958041958,0.9383561643835616,0.9480968858131489,438.0
2.0,0.8823529411764706,0.9210526315789473,0.9012875536480687,228.0
3.0,0.9545454545454546,0.9264705882352942,0.9402985074626866,68.0
accuracy,0.935,0.935,0.935,0.935
macro avg,0.9375410585902245,0.9388940884736932,0.9380222404903744,800.0
weighted avg,0.9359408940488834,0.935,0.9352738671473284,800.0
