,precision,recall,f1-score,support
0.0,0.9652173913043478,1.0,0.9823008849557522,111.0
1.0,0.9701492537313433,0.9774436090225563,0.9737827715355805,133.0
2.0,0.9877300613496932,0.9817073170731707,0.9847094801223242,164.0
3.0,1.0,1.0,1.0,106.0
4.0,0.9900990099009901,0.970873786407767,0.9803921568627452,103.0
5.0,0.9771428571428571,0.9827586206896551,0.9799426934097422,174.0
6.0,0.9838709677419355,0.9682539682539683,0.976,189.0
accuracy,0.9816326530612245,0.9816326530612245,0.9816326530612245,0.9816326530612245
macro avg,0.9820299344530239,0.9830053287781596,0.9824468552694492,980.0
weighted avg,0.9817463054166182,0.9816326530612245,0.9816278391781016,980.0
