,precision,recall,f1-score,support
0.0,0.974025974025974,0.9615384615384616,0.967741935483871,78.0
1.0,0.9949238578680203,0.9966101694915255,0.995766299745978,590.0
2.0,0.9803921568627451,0.9803921568627451,0.9803921568627451,51.0
accuracy,0.9916550764951322,0.9916550764951322,0.9916550764951322,0.9916550764951322
macro avg,0.9831139962522465,0.979513595964244,0.9813001306975314,719.0
weighted avg,0.9916260112881196,0.9916550764951322,0.9916355880637955,719.0
