,precision,recall,f1-score,support
0.0,0.7587412587412588,0.7349703640982218,0.7466666666666666,1181.0
1.0,0.7307692307692307,0.7276595744680852,0.7292110874200425,1175.0
2.0,0.8575221238938053,0.8204911092294666,0.8385980095196885,1181.0
3.0,0.6101026045777427,0.6601195559350982,0.6341263330598852,1171.0
4.0,0.7035830618892508,0.7284991568296796,0.7158243579121789,1186.0
5.0,0.6736053288925895,0.6926369863013698,0.6829886027859856,1168.0
6.0,0.6567834681042228,0.6137699412258606,0.634548611111111,1191.0
accuracy,0.711135344723131,0.711135344723131,0.711135344723131,0.711135344723131
macro avg,0.713015296695443,0.7111638125839689,0.7117090954965083,8253.0
weighted avg,0.7131153152872554,0.711135344723131,0.7117446163430231,8253.0
