,precision,recall,f1-score,support
0.0,0.8782936010037641,0.9523809523809523,0.9138381201044387,735.0
1.0,0.946236559139785,0.8639551192145862,0.9032258064516129,713.0
accuracy,0.9088397790055248,0.9088397790055248,0.9088397790055248,0.9088397790055248
macro avg,0.9122650800717745,0.9081680357977693,0.9085319632780258,1448.0
weighted avg,0.9117489388152165,0.9088397790055248,0.908612581682847,1448.0
