,precision,recall,f1-score,support
0.0,0.7841043890865955,0.8573281452658884,0.8190830235439901,771.0
1.0,0.7747875354107648,0.7769886363636364,0.775886524822695,704.0
2.0,0.8959435626102292,0.8834782608695653,0.8896672504378285,575.0
3.0,0.7762180016515277,0.7219662058371735,0.7481098288897733,1302.0
4.0,0.7115188583078491,0.7986270022883295,0.7525606469002695,874.0
5.0,0.7109144542772862,0.6187419768934531,0.6616334934797529,779.0
6.0,0.8457008244994111,0.8650602409638555,0.8552709946396666,830.0
accuracy,0.7804627249357327,0.7804627249357327,0.7804627249357327,0.7804627249357327
macro avg,0.7855982322633805,0.7888843526402718,0.7860302518162824,5835.0
weighted avg,0.7803598666570166,0.7804627249357327,0.7791534212864296,5835.0
