,precision,recall,f1-score,support
0.0,0.8819444444444444,0.9338235294117647,0.9071428571428571,408.0
1.0,0.8239795918367347,0.7916666666666666,0.8075000000000001,408.0
2.0,0.910472972972973,0.9074074074074074,0.9089376053962901,594.0
3.0,0.9382422802850356,0.9753086419753086,0.9564164648910412,405.0
4.0,0.819371727748691,0.7884130982367759,0.8035943517329911,397.0
5.0,0.8252427184466019,0.8306188925081434,0.827922077922078,614.0
6.0,0.8934010152284264,0.8770764119601329,0.8851634534786254,602.0
accuracy,0.8719369894982497,0.8719369894982497,0.8719369894982497,0.8719369894982497
macro avg,0.8703792501375582,0.8720449497380284,0.8709538300805546,3428.0
weighted avg,0.8712494435455259,0.8719369894982497,0.871374388587176,3428.0
