,precision,recall,f1-score,support
0.0,0.8941368078175895,0.9305084745762712,0.9119601328903655,590.0
1.0,0.8487544483985765,0.8752293577981651,0.8617886178861788,545.0
2.0,0.9762419006479481,0.9699570815450643,0.9730893433799783,466.0
3.0,0.875882946518668,0.9004149377593361,0.8879795396419438,964.0
4.0,0.9197622585438335,0.8780141843971632,0.8984034833091438,705.0
5.0,0.8698630136986302,0.8220064724919094,0.8452579034941765,618.0
6.0,0.946319018404908,0.9477726574500768,0.9470452801227935,651.0
accuracy,0.9010795329367702,0.9010795329367702,0.9010795329367702,0.9010795329367702
macro avg,0.9044229134328791,0.9034147380025696,0.90364632867494,4539.0
weighted avg,0.9013996899881677,0.9010795329367702,0.9009635388489695,4539.0
