,precision,recall,f1-score,support
0.0,0.9909706546275395,0.9977272727272727,0.9943374858437145,880.0
1.0,0.9988789237668162,0.9966442953020134,0.9977603583426651,894.0
2.0,0.9863169897377423,0.9988452655889145,0.9925415949512334,866.0
3.0,0.9967532467532467,0.9787460148777896,0.9876675603217159,941.0
4.0,0.9922308546059934,0.9944382647385984,0.9933333333333334,899.0
accuracy,0.9930803571428571,0.9930803571428571,0.9930803571428571,0.9930803571428571
macro avg,0.9930301338982677,0.9932802226469178,0.9931280665585325,4480.0
weighted avg,0.9931166943121087,0.9930803571428571,0.9930708951022278,4480.0
