,precision,recall,f1-score,support
0.0,0.936768149882904,0.970873786407767,0.9535160905840285,412.0
1.0,0.9566787003610109,0.9075342465753424,0.9314586994727592,292.0
accuracy,0.9446022727272727,0.9446022727272727,0.9446022727272727,0.9446022727272727
macro avg,0.9467234251219574,0.9392040164915547,0.9424873950283938,704.0
weighted avg,0.9450265032062096,0.9446022727272727,0.9443672863162861,704.0
