,precision,recall,f1-score,support
0.0,0.9683350357507661,0.9875,0.9778236204228985,960.0
1.0,0.9807560137457044,0.9681139755766621,0.9743939911232502,1474.0
2.0,0.9732283464566929,0.9732283464566929,0.973228346456693,1905.0
accuracy,0.9746485365291542,0.9746485365291542,0.9746485365291542,0.9746485365291542
macro avg,0.9741064653177212,0.9762807740111183,0.975148652667614,4339.0
weighted avg,0.9747029266148661,0.9746485365291542,0.9746410275458985,4339.0
