,precision,recall,f1-score,support
0.0,0.7779179810725552,0.8170974155069582,0.7970265029088558,1509.0
1.0,0.9605818864382919,0.9381301558203483,0.9492232784604683,2182.0
2.0,0.8408360128617364,0.8284054910242872,0.8345744680851064,1894.0
3.0,0.8867024448419797,0.8726525821596244,0.8796214137829045,1704.0
4.0,0.9245933957614588,0.9218673218673219,0.9232283464566928,2035.0
5.0,0.9114255765199162,0.941017316017316,0.9259850905218318,1848.0
6.0,0.9233844103930713,0.9088524590163934,0.9160608063450099,1525.0
accuracy,0.8928880837993227,0.8928880837993227,0.8928880837993227,0.8928880837993227
macro avg,0.8893488154127157,0.8897175344874642,0.8893885580801243,12697.0
weighted avg,0.8937052481413331,0.8928880837993227,0.8931605875505491,12697.0
