,precision,recall,f1-score,support
0.0,0.8969555035128806,0.9745547073791349,0.9341463414634147,393.0
1.0,0.7792494481236203,0.8588807785888077,0.8171296296296297,411.0
2.0,0.9303904923599321,0.9133333333333333,0.9217830109335575,600.0
3.0,0.9708029197080292,0.9755501222493888,0.973170731707317,409.0
4.0,0.856353591160221,0.7692307692307693,0.8104575163398694,403.0
5.0,0.8708551483420593,0.8166939443535188,0.8429054054054055,611.0
6.0,0.8776508972267537,0.8951747088186356,0.8863261943986821,601.0
accuracy,0.8838973162193698,0.8838973162193698,0.8838973162193698,0.8838973162193698
macro avg,0.8831797143476423,0.8862026234219412,0.8837026899825536,3428.0
weighted avg,0.8846962974748422,0.8838973162193698,0.8834212515818568,3428.0
