,precision,recall,f1-score,support
0.0,0.8550420168067226,0.8838219326818675,0.8691938067271756,921.0
1.0,0.9030172413793104,0.8981779206859593,0.9005910800644815,933.0
2.0,0.9388209121245829,0.9440715883668904,0.9414389291689906,894.0
3.0,0.8581235697940504,0.8205689277899344,0.8389261744966443,914.0
4.0,0.8842443729903537,0.8957654723127035,0.889967637540453,921.0
5.0,0.8457389428263214,0.8540305010893247,0.8498644986449865,918.0
6.0,0.8311258278145696,0.8202614379084967,0.825657894736842,918.0
accuracy,0.8736563327621125,0.8736563327621125,0.8736563327621125,0.8736563327621125
macro avg,0.8737304119622732,0.8738139686907395,0.8736628601970821,6419.0
weighted avg,0.8735613878936721,0.8736563327621125,0.8734995561866609,6419.0
