,precision,recall,f1-score,support
0.0,0.8627450980392157,0.9214659685863874,0.8911392405063291,573.0
1.0,0.8170940170940171,0.864376130198915,0.8400702987697715,553.0
2.0,0.9322033898305084,0.9586056644880174,0.9452201933404941,459.0
3.0,0.8742393509127789,0.8492610837438423,0.8615692153923038,1015.0
4.0,0.8440492476060192,0.8994169096209913,0.8708539167254764,686.0
5.0,0.907843137254902,0.7504051863857374,0.8216503992901508,617.0
6.0,0.8911353032659409,0.9009433962264151,0.8960125097732603,636.0
accuracy,0.8726591760299626,0.8726591760299626,0.8726591760299626,0.8726591760299626
macro avg,0.8756156491433403,0.8777820484643294,0.8752165391139695,4539.0
weighted avg,0.8740602075697903,0.8726591760299626,0.8719450367587088,4539.0
