,precision,recall,f1-score,support
0.0,0.8171206225680934,0.9319526627218935,0.8707671043538355,676.0
1.0,0.8006814310051107,0.7544141252006421,0.7768595041322315,623.0
2.0,0.908411214953271,0.9346153846153846,0.9213270142180094,520.0
3.0,0.8137510879025239,0.7971014492753623,0.8053402239448751,1173.0
4.0,0.8613333333333333,0.8314028314028314,0.8461034708578913,777.0
5.0,0.8044117647058824,0.8008784773060029,0.8026412325752018,683.0
6.0,0.9034965034965035,0.8789115646258503,0.8910344827586206,735.0
accuracy,0.8405629458261037,0.8405629458261037,0.8405629458261037,0.8405629458261037
macro avg,0.8441722797092455,0.8470394993068525,0.8448675761200952,5187.0
weighted avg,0.8407251003704692,0.8405629458261037,0.8399677785292669,5187.0
