,precision,recall,f1-score,support
0.0,0.7860262008733624,0.7792207792207793,0.7826086956521741,231.0
1.0,0.9442622950819672,0.9463307776560789,0.9452954048140044,913.0
accuracy,0.9125874125874126,0.9125874125874126,0.9125874125874126,0.9125874125874126
macro avg,0.8651442479776648,0.8627757784384291,0.8639520502330893,1144.0
weighted avg,0.9123107760590758,0.9125874125874126,0.9124452039255578,1144.0
