,precision,recall,f1-score,support
0.0,0.9951028403525954,1.0,0.997545409916544,1016.0
1.0,1.0,0.9951550387596899,0.9975716367168528,1032.0
accuracy,0.99755859375,0.99755859375,0.99755859375,0.99755859375
macro avg,0.9975514201762977,0.997577519379845,0.9975585233166984,2048.0
weighted avg,0.9975705497061704,0.99755859375,0.9975586257651371,2048.0
