,precision,recall,f1-score,support
0.0,0.25,0.04310344827586207,0.07352941176470588,348.0
1.0,0.0,0.0,0.0,496.0
2.0,0.0,0.0,0.0,420.0
3.0,0.0,0.0,0.0,369.0
4.0,0.1552123552123552,0.47743467933491684,0.23426573426573427,421.0
5.0,0.0,0.0,0.0,436.0
6.0,0.11588275391956374,0.5120481927710844,0.18899388549194,332.0
accuracy,0.13678242381289865,0.13678242381289865,0.13678242381289865,0.13678242381289865
macro avg,0.07444215844741699,0.14751233148312332,0.07096986164605432,2822.0
weighted avg,0.06761781567884362,0.13678242381289865,0.06625091403377599,2822.0
