,precision,recall,f1-score,support
0.0,0.0,0.0,0.0,274.0
1.0,0.46484375,1.0,0.6346666666666667,238.0
accuracy,0.46484375,0.46484375,0.46484375,0.46484375
macro avg,0.232421875,0.5,0.31733333333333336,512.0
weighted avg,0.2160797119140625,0.46484375,0.29502083333333334,512.0
