,precision,recall,f1-score,support
0.0,0.6707317073170732,0.6658595641646489,0.6682867557715675,413.0
1.0,0.6790697674418604,0.6838407494145199,0.6814469078179697,427.0
accuracy,0.675,0.675,0.675,0.675
macro avg,0.6749007373794669,0.6748501567895844,0.6748668317947686,840.0
weighted avg,0.67497022121384,0.675,0.6749764997284885,840.0
