,precision,recall,f1-score,support
0.0,0.35129932627526467,0.3034081463009144,0.3256021409455843,1203.0
1.0,0.8117249154453213,0.6222990492653414,0.7045009784735812,1157.0
2.0,0.5357664233576642,0.566358024691358,0.5506376594148537,1296.0
3.0,0.5667011375387797,0.5637860082304527,0.5652398143372873,972.0
4.0,0.5588599752168525,0.44259077526987245,0.4939759036144578,1019.0
5.0,0.3919442292796282,0.43771626297577854,0.41356763383735184,1156.0
6.0,0.47295742232451093,0.6342592592592593,0.5418589321028345,1296.0
accuracy,0.511915051240894,0.511915051240894,0.511915051240894,0.511915051240894
macro avg,0.5270362042054317,0.5100596465704251,0.513626151817993,8099.0
weighted avg,0.523828160286998,0.511915051240894,0.5128461933934252,8099.0
