,precision,recall,f1-score,support
0.0,0.8173913043478261,0.8703703703703703,0.8430493273542601,432.0
1.0,0.7485207100591716,0.6277915632754343,0.6828609986504723,403.0
2.0,0.7604562737642585,0.7692307692307693,0.7648183556405354,260.0
3.0,0.8349900596421471,0.9130434782608695,0.8722741433021806,460.0
4.0,0.9265175718849841,0.7733333333333333,0.8430232558139535,375.0
5.0,0.7961335676625659,0.8745173745173745,0.8334866605335787,518.0
6.0,0.8961937716262975,0.8993055555555556,0.8977469670710572,576.0
accuracy,0.830026455026455,0.830026455026455,0.830026455026455,0.830026455026455
macro avg,0.8257433227124643,0.8182274920776724,0.8196085297665768,3024.0
weighted avg,0.8308961105188584,0.830026455026455,0.8281981595166265,3024.0
