,precision,recall,f1-score,support
0.0,0.40596520298260147,0.4675572519083969,0.434589800443459,1048.0
1.0,0.6523109243697479,0.5925572519083969,0.621,1048.0
2.0,0.6315280464216635,0.6230916030534351,0.6272814601344862,1048.0
3.0,0.4064748201438849,0.21564885496183206,0.2817955112219451,1048.0
4.0,0.44122137404580153,0.5515267175572519,0.4902459711620017,1048.0
5.0,0.5177914110429448,0.4026717557251908,0.45303274288781537,1048.0
6.0,0.36046511627906974,0.5028625954198473,0.4199203187250996,1048.0
accuracy,0.4794165757906216,0.4794165757906216,0.4794165757906216,0.4794165757906216
macro avg,0.487965270755102,0.4794165757906215,0.47540940065354376,7336.0
weighted avg,0.487965270755102,0.4794165757906216,0.4754094006535439,7336.0
