,precision,recall,f1-score,support
0.0,0.9014423076923077,0.8680555555555556,0.8844339622641509,432.0
1.0,0.8616504854368932,0.8808933002481389,0.8711656441717791,403.0
2.0,0.7669491525423728,0.6988416988416989,0.7313131313131314,259.0
3.0,0.769090909090909,0.9175704989154013,0.8367952522255192,461.0
4.0,0.9555555555555556,0.8026666666666666,0.872463768115942,375.0
5.0,0.8521739130434782,0.9459459459459459,0.8966148215919487,518.0
6.0,0.9865384615384616,0.890625,0.9361313868613139,576.0
accuracy,0.8723544973544973,0.8723544973544973,0.8723544973544973,0.8723544973544973
macro avg,0.8704858264142826,0.857799809453344,0.8612739952205407,3024.0
weighted avg,0.8789234577677043,0.8723544973544973,0.8727380978986872,3024.0
