,precision,recall,f1-score,support
0.0,0.8354838709677419,0.6797900262467191,0.7496382054992763,381.0
1.0,0.6139240506329114,0.7918367346938775,0.6916221033868094,245.0
accuracy,0.7236421725239617,0.7236421725239617,0.7236421725239617,0.7236421725239617
macro avg,0.7247039608003267,0.7358133804702983,0.7206301544430429,626.0
weighted avg,0.7487711617312667,0.7236421725239617,0.7269322230431192,626.0
