,precision,recall,f1-score,support
0.0,0.39855072463768115,0.4772234273318872,0.43435340572556763,461.0
1.0,0.387409200968523,0.3470715835140998,0.36613272311212813,461.0
2.0,0.594222833562586,0.6251808972503617,0.6093088857545839,691.0
3.0,0.8502415458937198,0.7635574837310195,0.8045714285714286,461.0
4.0,0.6375,0.5543478260869565,0.5930232558139535,460.0
5.0,0.5552486187845304,0.5809248554913294,0.5677966101694915,692.0
6.0,0.7263464337700145,0.7221418234442837,0.7242380261248187,691.0
accuracy,0.5922900178708195,0.5922900178708195,0.5922900178708195,0.5922900178708195
macro avg,0.5927884796595793,0.5814925566928483,0.585632047895996,3917.0
weighted avg,0.59848973354281,0.5922900178708195,0.5941073275430125,3917.0
