,precision,recall,f1-score,support
0.0,0.9402390438247012,0.9672131147540983,0.9535353535353536,244.0
1.0,0.9854545454545455,0.954225352112676,0.9695885509838998,284.0
2.0,0.9889705882352942,0.9817518248175182,0.9853479853479854,274.0
3.0,0.9230769230769231,0.9822064056939501,0.9517241379310345,281.0
4.0,0.9759036144578314,0.9382239382239382,0.9566929133858268,259.0
5.0,0.952,0.952,0.952,250.0
6.0,0.957983193277311,0.9421487603305785,0.95,242.0
accuracy,0.9601962922573609,0.9601962922573609,0.9601962922573609,0.9601962922573609
macro avg,0.9605182726180866,0.9596813422761085,0.9598412773120143,1834.0
weighted avg,0.9608729242535942,0.9601962922573609,0.9602666685130598,1834.0
