,precision,recall,f1-score,support
0.0,0.9863013698630136,1.0,0.993103448275862,72.0
1.0,1.0,0.9852941176470589,0.9925925925925926,68.0
2.0,0.9696969696969697,0.9696969696969697,0.9696969696969697,66.0
3.0,0.98,0.98,0.98,50.0
accuracy,0.984375,0.984375,0.984375,0.984375
macro avg,0.9839995848899958,0.9837477718360071,0.9838482526413561,256.0
weighted avg,0.9844285102739726,0.984375,0.9843740022349936,256.0
