,precision,recall,f1-score,support
0.0,1.0,0.8892857142857142,0.941398865784499,560.0
1.0,0.908284023668639,1.0,0.951937984496124,614.0
accuracy,0.9471890971039182,0.9471890971039182,0.9471890971039182,0.9471890971039182
macro avg,0.9541420118343196,0.9446428571428571,0.9466684251403115,1174.0
weighted avg,0.9520327006239732,0.9471890971039182,0.9469108069164732,1174.0
