,precision,recall,f1-score,support
0.0,0.979381443298969,0.95,0.9644670050761421,100.0
1.0,0.9514563106796117,0.98,0.9655172413793104,100.0
accuracy,0.965,0.965,0.965,0.965
macro avg,0.9654188769892904,0.965,0.9649921232277263,200.0
weighted avg,0.9654188769892903,0.965,0.9649921232277262,200.0
