,precision,recall,f1-score,support
0.0,0.4380733944954128,0.3175394846217789,0.3681927710843374,1203.0
1.0,0.6130434782608696,0.6093344857389801,0.611183355006502,1157.0
2.0,0.5344970906068163,0.49614197530864196,0.5146058423369347,1296.0
3.0,0.5074235807860262,0.5977366255144033,0.5488899385923477,972.0
4.0,0.5034168564920274,0.6512770137524558,0.567880085653105,1018.0
5.0,0.35059422750424446,0.35695764909248057,0.3537473233404711,1157.0
6.0,0.4367909238249595,0.4158950617283951,0.42608695652173917,1296.0
accuracy,0.48475120385232745,0.48475120385232745,0.48475120385232745,0.48475120385232745
macro avg,0.48340565028147936,0.4921260422510194,0.48436946750506243,8099.0
weighted avg,0.48233293817566386,0.48475120385232745,0.48032121413623535,8099.0
