,precision,recall,f1-score,support
0.0,0.4118942731277533,0.275,0.3298059964726631,680.0
1.0,0.34375,0.3847376788553259,0.3630907726931733,629.0
2.0,0.4561891515994437,0.6259541984732825,0.5277554304102977,524.0
3.0,0.2815533980582524,0.20121422376409367,0.23469903894790084,1153.0
4.0,0.2763915547024952,0.366412213740458,0.3150984682713348,786.0
5.0,0.076158940397351,0.06764705882352941,0.07165109034267914,680.0
6.0,0.26817640047675806,0.3065395095367847,0.2860775588048315,734.0
accuracy,0.29849595063632856,0.29849595063632856,0.29849595063632856,0.29849595063632856
macro avg,0.3020162454802934,0.31821498331335346,0.3040254794204115,5186.0
weighted avg,0.29422567654115817,0.29849595063632856,0.2904309827852642,5186.0
