,precision,recall,f1-score,support
0.0,0.9584295612009238,0.9741784037558685,0.9662398137369035,426.0
1.0,0.930952380952381,0.9702233250620348,0.9501822600243015,403.0
2.0,0.934156378600823,0.8972332015810277,0.9153225806451614,253.0
3.0,0.9494505494505494,0.9370932754880694,0.9432314410480349,461.0
4.0,0.952,0.9394736842105263,0.9456953642384105,380.0
5.0,0.9793621013133208,0.9793621013133208,0.9793621013133208,533.0
6.0,0.9876106194690265,0.9823943661971831,0.9849955869373346,568.0
accuracy,0.9596560846560847,0.9596560846560847,0.9596560846560847,0.9596560846560847
macro avg,0.9559945129981463,0.9542797653725758,0.9550041639919239,3024.0
weighted avg,0.9597307875451461,0.9596560846560847,0.9595865246227139,3024.0
