,precision,recall,f1-score,support
0.0,0.9485294117647058,0.9485294117647058,0.9485294117647058,544.0
1.0,0.841897233201581,0.922077922077922,0.8801652892561983,462.0
2.0,0.8936170212765957,0.7924528301886793,0.8400000000000001,530.0
3.0,0.9066427289048474,0.9421641791044776,0.9240622140896615,536.0
4.0,0.9697732997481109,0.9577114427860697,0.9637046307884857,402.0
accuracy,0.910266774454325,0.910266774454325,0.910266774454325,0.910266774454325
macro avg,0.9120919389791682,0.9125871571843709,0.9112923091798102,2474.0
weighted avg,0.9112299564298565,0.910266774454325,0.9096778383045244,2474.0
