,precision,recall,f1-score,support
0.0,0.8888888888888888,0.8978902953586498,0.8933669185558354,1185.0
1.0,0.9493355481727574,0.9694656488549618,0.9592950062945866,1179.0
2.0,0.837442218798151,0.84921875,0.8432893716058961,1280.0
3.0,0.8687068114511353,0.9044193216855088,0.8862034239677745,973.0
4.0,0.876937984496124,0.901394422310757,0.8889980353634578,1004.0
5.0,0.8833189282627485,0.8795180722891566,0.8814144027598103,1162.0
6.0,0.914095079232694,0.8321943811693242,0.8712241653418124,1317.0
accuracy,0.8885185185185185,0.8885185185185185,0.8885185185185185,0.8885185185185185
macro avg,0.8883893513289285,0.8905858416669084,0.8891130462698819,8100.0
weighted avg,0.8889510200811707,0.8885185185185185,0.8883326823892781,8100.0
