,precision,recall,f1-score,support
0.0,0.0,0.0,0.0,166.0
1.0,0.0,0.0,0.0,156.0
2.0,0.0,0.0,0.0,135.0
3.0,0.0,0.0,0.0,300.0
4.0,0.16063348416289594,0.35148514851485146,0.22049689440993792,202.0
5.0,0.15217391304347827,0.25925925925925924,0.19178082191780824,162.0
6.0,0.13989637305699482,0.4602272727272727,0.21456953642384102,176.0
accuracy,0.14957594448727835,0.14957594448727835,0.14957594448727835,0.14957594448727835
macro avg,0.06467196718048128,0.15299595435734048,0.08954960753594102,1297.0
weighted avg,0.06300840352504206,0.14957594448727835,0.08741179971633647,1297.0
