,precision,recall,f1-score,support
0.0,0.8962432915921288,0.8835978835978836,0.8898756660746002,1134.0
1.0,0.8833922261484098,0.8960573476702509,0.8896797153024911,1116.0
accuracy,0.8897777777777778,0.8897777777777778,0.8897777777777778,0.8897777777777778
macro avg,0.8898177588702694,0.8898276156340672,0.8897776906885457,2250.0
weighted avg,0.8898691631320442,0.8897777777777778,0.889778474491634,2250.0
