,precision,recall,f1-score,support
0.0,0.9453860640301318,0.9691119691119691,0.9571020019065776,518.0
1.0,0.94,0.9730848861283644,0.9562563580874872,483.0
2.0,0.9797794117647058,0.9815837937384899,0.9806807727690893,543.0
3.0,0.949438202247191,0.9638783269961977,0.9566037735849057,526.0
4.0,0.9625468164794008,0.9178571428571428,0.939670932358318,560.0
5.0,0.9628180039138943,0.9479768786127167,0.9553398058252427,519.0
6.0,0.9552529182879378,0.9460500963391136,0.9506292352371732,519.0
accuracy,0.9566521264994547,0.9566521264994547,0.9566521264994547,0.9566521264994547
macro avg,0.9564602023890375,0.9570775848262849,0.9566118399669704,3668.0
weighted avg,0.9568319852751038,0.9566521264994547,0.9565833034065407,3668.0
