,precision,recall,f1-score,support
0.0,0.9688888888888889,0.990909090909091,0.9797752808988764,220.0
1.0,0.9739130434782609,0.9572649572649573,0.9655172413793104,234.0
2.0,0.9819277108433735,0.978978978978979,0.9804511278195488,333.0
3.0,0.974025974025974,0.995575221238938,0.9846827133479211,226.0
4.0,0.9787234042553191,0.9465020576131687,0.9623430962343096,243.0
5.0,0.9635854341736695,0.9772727272727273,0.9703808180535967,352.0
6.0,0.9799426934097422,0.9743589743589743,0.9771428571428572,351.0
accuracy,0.9744767738642164,0.9744767738642164,0.9744767738642164,0.9744767738642164
macro avg,0.9744295927250326,0.9744088582338337,0.9743275906966314,1959.0
weighted avg,0.9745455594794159,0.9744767738642164,0.974431178283817,1959.0
