,precision,recall,f1-score,support
0.0,0.973421926910299,0.9782971619365609,0.9758534554537887,599.0
1.0,0.9982935153583617,0.9932088285229203,0.9957446808510638,589.0
2.0,0.9817275747508306,0.9736408566721582,0.977667493796526,607.0
3.0,0.9715447154471545,0.9835390946502057,0.9775051124744376,486.0
4.0,0.9789272030651341,0.9751908396946565,0.9770554493307839,524.0
5.0,0.9756944444444444,0.9672977624784854,0.9714779602420052,581.0
6.0,0.9731343283582089,0.9819277108433735,0.9775112443778111,664.0
accuracy,0.9790123456790123,0.9790123456790123,0.9790123456790123,0.9790123456790123
macro avg,0.9789633869049191,0.9790146078283372,0.9789736280752024,4050.0
weighted avg,0.979049754322128,0.9790123456790123,0.9790159770004854,4050.0
