,precision,recall,f1-score,support
0.0,0.9630177514792899,0.9774774774774775,0.9701937406855439,666.0
1.0,0.9929789368104313,0.99,0.9914872308462694,1000.0
2.0,0.9646772228989038,0.9694002447980417,0.967032967032967,817.0
3.0,0.9730820995962315,0.9717741935483871,0.9724277067921991,744.0
4.0,0.9956284153005465,0.9880694143167028,0.9918345127925966,922.0
5.0,0.9841656516443362,0.993849938499385,0.988984088127295,813.0
6.0,0.982089552238806,0.9662261380323054,0.9740932642487047,681.0
accuracy,0.9805068226120858,0.9805068226120858,0.9805068226120858,0.9805068226120858
macro avg,0.9793770899955064,0.9795424866674713,0.979436215789368,5643.0
weighted avg,0.9805710067822461,0.9805068226120858,0.9805177046708851,5643.0
