,precision,recall,f1-score,support
0.0,0.7736625514403292,0.8493975903614458,0.8097631012203876,664.0
1.0,0.7672955974842768,0.7845659163987139,0.7758346581875996,622.0
2.0,0.930635838150289,0.9096045197740112,0.92,531.0
3.0,0.8337754199823165,0.8185763888888888,0.8261060008760402,1152.0
4.0,0.7968176254589964,0.8292993630573249,0.8127340823970037,785.0
5.0,0.7038834951456311,0.6178977272727273,0.6580937972768531,704.0
6.0,0.8656716417910447,0.8751714677640604,0.8703956343792634,729.0
accuracy,0.8101021785232312,0.8101021785232312,0.8101021785232312,0.8101021785232312
macro avg,0.8102488813504121,0.8120732819310247,0.8104181820481638,5187.0
weighted avg,0.8092842014849698,0.8101021785232312,0.8089953103989316,5187.0
