,precision,recall,f1-score,support
0.0,0.0,0.0,0.0,159.0
1.0,0.0,0.0,0.0,207.0
2.0,0.0,0.0,0.0,165.0
3.0,0.33123425692695213,1.0,0.4976348155156102,263.0
accuracy,0.33123425692695213,0.33123425692695213,0.33123425692695213,0.33123425692695213
macro avg,0.08280856423173803,0.25,0.12440870387890254,794.0
weighted avg,0.10971613296195014,0.33123425692695213,0.16483369833829403,794.0
