,precision,recall,f1-score,support
0.0,0.9430379746835443,0.9551282051282052,0.9490445859872612,156.0
1.0,0.9782608695652174,0.9722222222222222,0.9752321981424149,324.0
accuracy,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
macro avg,0.9606494221243809,0.9636752136752137,0.9621383920648381,480.0
weighted avg,0.9668134287286736,0.9666666666666667,0.9667212241919898,480.0
