,precision,recall,f1-score,support
0.0,0.7251184834123223,0.6461148648648649,0.6833407771326485,1184.0
1.0,0.6900532859680284,0.6523929471032746,0.6706948640483384,1191.0
2.0,0.7929089443996776,0.8360237892948174,0.8138957816377171,1177.0
3.0,0.6031626506024096,0.6788135593220339,0.6387559808612441,1180.0
4.0,0.6356382978723404,0.6112531969309463,0.6232073011734028,1173.0
5.0,0.6701444622792937,0.715509854327335,0.692084542063821,1167.0
6.0,0.5704162976085031,0.5453005927180355,0.5575757575757575,1181.0
accuracy,0.6692111959287532,0.6692111959287532,0.6692111959287532,0.6692111959287532
macro avg,0.6696346317346535,0.6693441149373296,0.6685078577847043,8253.0
weighted avg,0.6696599371837161,0.6692111959287532,0.6684529565215483,8253.0
