,precision,recall,f1-score,support
0.0,0.8901734104046243,0.9506172839506173,0.9194029850746269,486.0
1.0,0.8688888888888889,0.8766816143497758,0.8727678571428571,446.0
2.0,0.8989547038327527,0.8657718120805369,0.8820512820512821,298.0
3.0,0.9346534653465347,0.9129593810444874,0.9236790606653621,517.0
4.0,0.9334862385321101,0.9599056603773585,0.9465116279069767,424.0
5.0,0.9594356261022927,0.9331046312178388,0.9460869565217391,583.0
6.0,0.9467084639498433,0.9320987654320988,0.9393468118195958,648.0
accuracy,0.9223985890652557,0.9223985890652557,0.9223985890652557,0.9223985890652557
macro avg,0.9189001138652924,0.9187341640646733,0.9185495115974914,3402.0
weighted avg,0.9229480555620695,0.9223985890652557,0.9224174107557576,3402.0
