,precision,recall,f1-score,support
0.0,0.8141534391534392,0.8077427821522309,0.8109354413702239,1524.0
1.0,0.9429373246024322,0.9159472966833258,0.9292463701313667,2201.0
2.0,0.8370179948586118,0.8641188959660298,0.8503525724732306,1884.0
3.0,0.9366852886405959,0.8907910271546635,0.9131618759455371,1694.0
4.0,0.9447340980187695,0.8904176904176904,0.9167720718441689,2035.0
5.0,0.8446601941747572,0.9492635024549918,0.8939121500128435,1833.0
6.0,0.930601454064772,0.9226736566186108,0.926620598881211,1526.0
accuracy,0.8934393951327085,0.8934393951327085,0.8934393951327085,0.8934393951327085
macro avg,0.8929699705019111,0.8915649787782204,0.891571582951226,12697.0
weighted avg,0.8955466266270738,0.8934393951327085,0.8937774678087596,12697.0
