,precision,recall,f1-score,support
0.0,0.9134948096885813,0.9635036496350365,0.9378330373001776,274.0
1.0,0.935251798561151,0.8904109589041096,0.9122807017543859,292.0
2.0,0.9572446555819477,0.9350348027842227,0.9460093896713614,431.0
3.0,0.9832214765100671,0.973421926910299,0.9782971619365609,301.0
4.0,0.9653979238754326,0.9653979238754326,0.9653979238754326,289.0
5.0,0.9216589861751152,0.9523809523809523,0.936768149882904,420.0
6.0,0.9772209567198178,0.9727891156462585,0.9750000000000001,441.0
accuracy,0.9509803921568627,0.9509803921568627,0.9509803921568627,0.9509803921568627
macro avg,0.9504986581588731,0.9504199043051873,0.9502266234886889,2448.0
weighted avg,0.9513743587119546,0.9509803921568627,0.950967047702047,2448.0
