,precision,recall,f1-score,support
0.0,0.6767036450079239,0.5065243179122183,0.5793758480325644,843.0
1.0,0.8193901485535575,0.859721082854799,0.8390712570056045,1219.0
2.0,0.6230847803881512,0.5787476280834914,0.6000983767830791,1054.0
3.0,0.6666666666666666,0.8528784648187633,0.7483629560336762,938.0
4.0,0.8977777777777778,0.7182222222222222,0.7980246913580246,1125.0
5.0,0.7787456445993032,0.8671193016488846,0.8205598898577329,1031.0
6.0,0.868995633187773,0.9442467378410438,0.9050596930073905,843.0
accuracy,0.7632213242591805,0.7632213242591805,0.7632213242591805,0.7632213242591805
macro avg,0.7616234708830218,0.7610656793402033,0.7557932445825817,7053.0
weighted avg,0.7651797155891231,0.7632213242591805,0.7588898609806561,7053.0
