,precision,recall,f1-score,support
0.0,0.597864768683274,0.3952941176470588,0.4759206798866855,425.0
1.0,0.4033970276008493,0.48346055979643765,0.43981481481481477,393.0
2.0,0.6615384615384615,0.7865853658536586,0.7186629526462397,328.0
3.0,0.4643423137876387,0.40694444444444444,0.43375277572168763,720.0
4.0,0.4587628865979381,0.5437881873727087,0.49767008387698036,491.0
5.0,0.3474576271186441,0.2887323943661972,0.3153846153846154,426.0
6.0,0.45112781954887216,0.5240174672489083,0.4848484848484848,458.0
accuracy,0.47485344029620485,0.47485344029620485,0.47485344029620485,0.47485344029620485
macro avg,0.4834987006965254,0.4898317909613447,0.48086491531135833,3241.0
weighted avg,0.4763420881440153,0.47485344029620485,0.4701966743473294,3241.0
