,precision,recall,f1-score,support
0.0,1.0,0.9841269841269841,0.9919999999999999,63.0
1.0,0.9693251533742331,0.9875,0.978328173374613,160.0
2.0,0.9393939393939394,0.8857142857142857,0.9117647058823529,35.0
accuracy,0.9728682170542635,0.9728682170542635,0.9728682170542635,0.9728682170542635
macro avg,0.9695730309227241,0.9524470899470899,0.9606976264189885,258.0
weighted avg,0.972755086894051,0.9728682170542635,0.9726367149062806,258.0
