,precision,recall,f1-score,support
0.0,0.9846153846153847,0.9846153846153847,0.9846153846153847,65.0
1.0,1.0,1.0,1.0,50.0
2.0,0.967032967032967,1.0,0.9832402234636871,88.0
3.0,0.9833333333333333,0.9672131147540983,0.9752066115702478,61.0
4.0,0.9038461538461539,0.94,0.9215686274509804,50.0
5.0,0.9878048780487805,0.9642857142857143,0.9759036144578312,84.0
6.0,0.9888888888888889,0.967391304347826,0.978021978021978,92.0
accuracy,0.9755102040816327,0.9755102040816327,0.9755102040816327,0.9755102040816327
macro avg,0.973645943680787,0.9747865025718605,0.9740794913685871,490.0
weighted avg,0.9759753666498315,0.9755102040816327,0.975602244766568,490.0
