,precision,recall,f1-score,support
0.0,0.5458515283842795,0.5725190839694656,0.5588673621460507,655.0
1.0,0.4261501210653753,0.2687022900763359,0.32958801498127344,655.0
2.0,0.7067567567567568,0.7984732824427481,0.7498207885304659,655.0
3.0,0.5470737913486005,0.3282442748091603,0.41030534351145037,655.0
4.0,0.5915119363395226,0.6809160305343511,0.6330731014904187,655.0
5.0,0.3929008567931457,0.4900763358778626,0.4361413043478261,655.0
6.0,0.5121638924455826,0.6106870229007634,0.5571030640668524,655.0
accuracy,0.535659760087241,0.535659760087241,0.535659760087241,0.535659760087241
macro avg,0.5317726975904661,0.535659760087241,0.5249855684391911,4585.0
weighted avg,0.5317726975904662,0.535659760087241,0.5249855684391911,4585.0
