,precision,recall,f1-score,support
0.0,0.811284046692607,0.8723849372384938,0.840725806451613,478.0
1.0,0.95630725863284,0.9288158795345653,0.9423611111111111,1461.0
2.0,0.8888888888888888,0.9020771513353115,0.8954344624447715,674.0
3.0,0.930824008138352,0.9270516717325228,0.9289340101522843,987.0
accuracy,0.9158333333333334,0.9158333333333334,0.9158333333333334,0.9158333333333334
macro avg,0.896826050588172,0.9075824099602234,0.901863847539945,3600.0
weighted avg,0.9174425239792529,0.9158333333333334,0.9163992262570236,3600.0
