,precision,recall,f1-score,support
0.0,0.9591029023746702,0.9758389261744966,0.9673985362608117,745.0
1.0,0.9848901098901099,0.9835390946502057,0.9842141386410431,729.0
2.0,0.9723618090452262,0.9496932515337423,0.9608938547486034,815.0
3.0,0.9694041867954911,0.9820554649265906,0.9756888168557537,613.0
4.0,0.9629629629629629,0.9676375404530745,0.9652945924132366,618.0
5.0,0.9574759945130316,0.9561643835616438,0.9568197395476353,730.0
6.0,0.9715698393077874,0.9679802955665024,0.9697717458359038,812.0
accuracy,0.9683919399446859,0.9683919399446859,0.9683919399446859,0.9683919399446859
macro avg,0.9682525435556114,0.9689869938380367,0.9685830606147124,5062.0
weighted avg,0.9684353002528768,0.9683919399446859,0.9683751241675667,5062.0
