,precision,recall,f1-score,support
0.0,0.9561091340450771,0.9746070133010882,0.9652694610778443,827.0
1.0,0.9817427385892116,0.9752679307502061,0.978494623655914,1213.0
2.0,0.9615754082612872,0.9497153700189753,0.9556085918854414,1054.0
3.0,0.9627329192546584,0.9758656873032528,0.969254820218864,953.0
4.0,0.9763986013986014,0.978965819456617,0.9776805251641137,1141.0
5.0,0.9831516352824579,0.9725490196078431,0.9778215869886644,1020.0
6.0,0.9621749408983451,0.9621749408983451,0.9621749408983451,846.0
accuracy,0.9700878933938191,0.9700878933938191,0.9700878933938191,0.9700878933938191
macro avg,0.9691264825328056,0.9698779687623326,0.9694720785555981,7054.0
weighted avg,0.9701483725978154,0.9700878933938191,0.9700899660139672,7054.0
