,precision,recall,f1-score,support
0.0,0.26216908625106744,0.25519534497090607,0.2586352148272957,1203.0
1.0,0.6731391585760518,0.7191011235955056,0.6953614709569578,1157.0
2.0,0.4535809018567639,0.3958333333333333,0.4227441285537701,1296.0
3.0,0.47416020671834624,0.3775720164609053,0.42038946162657503,972.0
4.0,0.48285198555956677,0.5255402750491159,0.5032925682031985,1018.0
5.0,0.3574173712528824,0.40190146931719967,0.37835638730675347,1157.0
6.0,0.5312046444121916,0.5648148148148148,0.5474943904263277,1296.0
accuracy,0.46314359797505866,0.46314359797505866,0.46314359797505866,0.46314359797505866
macro avg,0.46207476494669575,0.462851196791683,0.46089623170012545,8099.0
weighted avg,0.4613473794254289,0.46314359797505866,0.460776544904117,8099.0
