,precision,recall,f1-score,support
0.0,0.6125,0.43171806167400884,0.5064599483204135,681.0
1.0,0.39256678281068524,0.5382165605095541,0.4539959704499664,628.0
2.0,0.755,0.5763358778625954,0.6536796536796536,524.0
3.0,0.5673400673400674,0.29228100607111884,0.3858042358328564,1153.0
4.0,0.35725308641975306,0.589058524173028,0.44476464937560034,786.0
5.0,0.2327469553450609,0.2525697503671072,0.24225352112676057,681.0
6.0,0.45465686274509803,0.5061391541609823,0.4790187217559716,733.0
accuracy,0.43906671808715775,0.43906671808715775,0.43906671808715775,0.43906671808715775
macro avg,0.4817233935229521,0.45518841925977066,0.4522823857916033,5186.0
weighted avg,0.47936224839110636,0.43906671808715775,0.44023322445736124,5186.0
