,precision,recall,f1-score,support
0.0,0.7667386609071274,0.8217592592592593,0.7932960893854749,432.0
1.0,0.7925531914893617,0.739454094292804,0.7650834403080872,403.0
2.0,0.8132780082987552,0.7567567567567568,0.784,259.0
3.0,0.8849372384937239,0.9175704989154013,0.9009584664536742,461.0
4.0,0.8851351351351351,0.7005347593582888,0.7820895522388059,374.0
5.0,0.8131313131313131,0.930635838150289,0.8679245283018868,519.0
6.0,0.9340277777777778,0.9340277777777778,0.9340277777777778,576.0
accuracy,0.8449074074074074,0.8449074074074074,0.8449074074074074,0.8449074074074074
macro avg,0.8414001893190278,0.8286769977872253,0.8324828363522438,3024.0
weighted avg,0.8466537039790899,0.8449074074074074,0.8433811881017926,3024.0
