,precision,recall,f1-score,support
0.0,0.555763823805061,0.4395848776871757,0.4908940397350994,1349.0
1.0,0.6805555555555556,0.8543589743589743,0.7576170986812188,1950.0
2.0,0.5071551230681167,0.5251926496739775,0.5160163075131042,1687.0
3.0,0.6264080100125157,0.6673333333333333,0.6462233699160749,1500.0
4.0,0.7174603174603175,0.5022222222222222,0.5908496732026144,1800.0
5.0,0.6458333333333334,0.7515151515151515,0.6946778711484594,1650.0
6.0,0.8369477911646587,0.7724240177909563,0.8033924441017734,1349.0
accuracy,0.6497120070890563,0.6497120070890563,0.6497120070890563,0.6497120070890563
macro avg,0.6528748506285085,0.6446616037973987,0.6428101148997635,11285.0
weighted avg,0.6520237112087499,0.6497120070890563,0.6444792444778645,11285.0
