,precision,recall,f1-score,support
0.0,0.9036144578313253,0.9202453987730062,0.911854103343465,163.0
1.0,0.8809523809523809,0.9024390243902439,0.8915662650602411,164.0
2.0,0.9407407407407408,0.9477611940298507,0.9442379182156135,134.0
3.0,0.9545454545454546,0.9097472924187726,0.9316081330868763,277.0
4.0,0.9045226130653267,0.9326424870466321,0.9183673469387754,193.0
5.0,0.9427083333333334,0.9282051282051282,0.9354005167958657,195.0
6.0,0.9190751445086706,0.9298245614035088,0.9244186046511629,171.0
accuracy,0.9228989976869699,0.9228989976869699,0.9228989976869699,0.9228989976869699
macro avg,0.9208798749967474,0.9244092980381632,0.9224932697274287,1297.0
weighted avg,0.9235131351608615,0.9228989976869699,0.9230192755208538,1297.0
