,precision,recall,f1-score,support
0.0,0.31922196796338675,0.23172757475083056,0.2685274302213667,1204.0
1.0,0.7168141592920354,0.6306228373702422,0.6709618039576621,1156.0
2.0,0.4751552795031056,0.5902777777777778,0.5264969029593943,1296.0
3.0,0.4816753926701571,0.4732510288065844,0.4774260508562532,972.0
4.0,0.5290628706998813,0.43768400392541706,0.47905477980665945,1019.0
5.0,0.3599624060150376,0.331028522039758,0.344889689329131,1157.0
6.0,0.43350604490500866,0.5810185185185185,0.49653808110781406,1296.0
accuracy,0.47098765432098766,0.47098765432098766,0.47098765432098766,0.47098765432098766
macro avg,0.4736283030069446,0.46794432331273267,0.46627067689118296,8100.0
weighted avg,0.4709117956395552,0.47098765432098766,0.4661783362125622,8100.0
